id,city,city_code,airport_name,country,timezone,,,
2623,Kharkov,HRK,Kharkov,Ukraine,Europe/Zaporozhye,,,
2624,Harlingen,HRL,Valley International,United States,America/Chicago,,,
2625,Harrison,HRO,Boone County,United States,America/Chicago,,,
2626,Herrera,HRR,Herrera,Colombia,America/Bogota,,,
2627,Harrismith,HRS,Harrismith Airport,South Africa,Africa/Johannesburg,,,
2628,Harrogate,HRT,Linton-On-Ouse,United Kingdom,Europe/London,,,
2629,Henbury,HRY,Henbury,Australia,Australia/Darwin,,,
2630,Las Vegas,HSH,Henderson Sky Harbor,United States,America/Los_Angeles,,,
2631,Hastings,HSI,Hastings,United States,America/Chicago,,,
2632,Huesca,HSK,Huesca,Spain,Europe/Madrid,,,
2633,Huslia,HSL,Huslia,United States,America/Anchorage,,,
2634,Horsham,HSM,Horsham,Australia,Australia/Melbourne,,,
2635,Hot Springs,HSP,Ingalls Field,United States,America/New_York,,,
2636,Hissar,HSS,Hissar,India,Asia/Kolkata,,,
2637,Homestead,HST,AFB,United States,America/New_York,,,
2638,Huntsville,HSV,Huntsville,United States,America/Chicago,,,
2639,Hsinchu,HSZ,Hsinchu,Taiwan,Asia/Taipei,,,
2640,Chita,HTA,Chita,Russian Federation,Asia/Yakutsk,,,
2641,Hatanga,HTG,Hatanga,Russian Federation,Asia/Krasnoyarsk,,,
2642,Hawthorne,HTH,Hawthorne,United States,America/Los_Angeles,,,
2643,Hamilton Island,HTI,Hamilton Island,Australia,Australia/Lindeman,,,
2644,Houghton,HTL,Roscommon County,United States,America/Detroit,,,
2645,Khatgal,HTM,Khatgal,Mongolia,Asia/Ulaanbaatar,,,
2646,Hotan,HTN,Hotan,China,Asia/Kashgar,,,
2647,East Hampton,HTO,East Hampton,United States,America/New_York,,,
2648,Hateruma,HTR,Hateruma,Japan,Asia/Tokyo,,,
2649,Huntington,HTS,Tri-State/Milton,United States,America/New_York,,,
2650,Hopetoun,HTU,Hopetoun,Australia,Australia/Melbourne,,,
2651,Chesapeake,HTW,Huntington County,United States,America/New_York,,,
2652,Hato Corozal,HTZ,Hato Corozal,Colombia,America/Bogota,,,
2653,Huntsville,HUA,Redstone AAF,United States,America/Chicago,,,
2654,Humbert River,HUB,Humbert River,Australia,Australia/Darwin,,,
2655,Humacao,HUC,Humacao Arpt,Puerto Rico,America/Puerto_Rico,,,
2656,Humboldt,HUD,Humboldt,United States,America/Chicago,,,
2657,Humera,HUE,Humera,Ethiopia,Africa/Addis_Ababa,,,
2658,Huehuetenango,HUG,Huehuetenango,Guatemala,America/Guatemala,,,
2659,Huahine,HUH,Huahine,French Polynesia,Pacific/Tahiti,,,
2660,Hue,HUI,Phu Bai,Viet Nam,Asia/Ho_Chi_Minh,,,
2661,Hugo,HUJ,Hugo,United States,America/Chicago,,,
2662,Hukuntsi,HUK,Hukuntsi,Botswana,Africa/Gaborone,,,
2663,Houlton,HUL,International,United States,America/New_York,,,
2664,Houma,HUM,Terrebonne,United States,America/Chicago,,,
2665,Hualien,HUN,Hualien,Taiwan,Asia/Taipei,,,
2666,Houn,HUQ,Houn,Libya,Africa/Tripoli,,,
2667,Hughes,HUS,Municipal,United States,America/Anchorage,,,
2668,Hutchinson,HUT,Hutchinson,United States,America/Chicago,,,
2669,Huanuco,HUU,Huanuco,Peru,America/Lima,,,
2670,Hudiksvall,HUV,Hudiksvall,Sweden,Europe/Stockholm,,,
2671,Huatulco,HUX,Huatulco,Mexico,America/Mexico_City,,,
2672,Humberside,HUY,Humberside Arpt,United Kingdom,Europe/London,,,
2673,Huizhou,HUZ,Huizhou,China,Asia/Shanghai,,,
2674,Analalava,HVA,Analalava,Madagascar,Indian/Antananarivo,,,
2675,Hervey Bay,HVB,Hervey Bay,Australia,Australia/Brisbane,,,
2676,Khovd,HVD,Khovd,Mongolia,Asia/Hovd,,,
2677,Hanksville,HVE,Intermediate,United States,America/Denver,,,
2678,Honningsvag,HVG,Valan,Norway,Europe/Oslo,,,
2679,Holmavik,HVK,Holmavik,Iceland,Atlantic/Reykjavik,,,
2680,Hvammstangi,HVM,Hvammstangi,Iceland,Atlantic/Reykjavik,,,
2681,New Haven,HVN,New Haven,United States,America/New_York,,,
2682,Havre,HVR,City County,United States,America/Denver,,,
2683,Hartsville,HVS,Municipal,United States,America/New_York,,,
2684,Hawabango,HWA,Hawabango,Papua New Guinea,Pacific/Port_Moresby,,,
2685,Hayward,HWD,Air Terminal,United States,America/Los_Angeles,,,
2686,Hawker,HWK,Wilpena Pound,Australia,Australia/Adelaide,,,
2687,Hwange Nat Park,HWN,Hwange Nat Park,Zimbabwe,Africa/Harare,,,
2688,Hollywood,HWO,North Perry,United States,America/New_York,,,
2689,Hay,HXX,Hay,Australia,Australia/Sydney,,,
2690,Hyannis,HYA,Barnstable,United States,America/New_York,,,
2691,Hyderabad,HYD,Begumpet Airport,India,Asia/Kolkata,,,
2692,Hayfields,HYF,Hayfields,Papua New Guinea,Pacific/Port_Moresby,,,
2693,Hydaburg,HYG,SPB,United States,America/Metlakatla,,,
2694,Huangyan,HYN,Huangyan,China,Asia/Shanghai,,,
2695,Hayward,HYR,Municipal,United States,America/Chicago,,,
2696,Hays,HYS,Municipal,United States,America/Chicago,,,
2697,Hyvinkaa,HYV,Hyvinkaa,Finland,Europe/Helsinki,,,
2698,Hazebrouck,HZB,Merville/Calonne,France,Europe/Paris,,,
2699,Hanzhong,HZG,Hanzhong,China,Asia/Chongqing,,,
2700,Liping City,HZH,Liping,China,Asia/Chongqing,,,
2701,Husavik,HZK,Husavik,Iceland,Atlantic/Reykjavik,,,
2702,Hazleton,HZL,Hazleton,United States,America/New_York,,,
2703,Igarka,IAA,Igarka,Russian Federation,Asia/Krasnoyarsk,,,
2704,Niagara Falls,IAG,International,United States,America/New_York,,,
2705,Houston,IAH,George Bush Intercntl.,United States,America/Chicago,,,
2706,In Amenas,IAM,In Amenas,Algeria,Africa/Algiers,,,
2707,Kiana,IAN,Bob Barker Memorial,United States,America/Anchorage,,,
2708,Bahregan,IAQ,Bahregan,Iran,Asia/Tehran,,,
2709,Iasi,IAS,Iasi,Romania,Europe/Bucharest,,,
2710,Iaura,IAU,Iaura,Papua New Guinea,Pacific/Port_Moresby,,,
2711,Ibadan,IBA,Ibadan,Nigeria,Africa/Lagos,,,
2712,Ibague,IBE,Ibague,Colombia,America/Bogota,,,
2713,Iboki,IBI,Iboki,Papua New Guinea,Pacific/Port_Moresby,,,
2714,Indigo Bay Lodge,IBL,Indigo Bay Lodge,Mozambique,Africa/Maputo,,,
2715,Iberia,IBP,Iberia,Peru,America/Lima,,,
2716,Ibiza,IBZ,Ibiza,Spain,Europe/Madrid,,,
2717,Icabaru,ICA,Icabaru,Venezuela,America/Caracas,,,
2718,Cicia,ICI,Cicia,Fiji,Pacific/Fiji,,,
2719,Nieuw Nickerie,ICK,Nieuw Nickerie,Suriname,America/Paramaribo,,,
2720,Clarinda,ICL,Municipal,United States,America/Chicago,,,
2721,Nicaro,ICR,Nicaro,Cuba,America/Havana,,,
2722,Icy Bay,ICY,Icy Bay,United States,America/Anchorage,,,
2723,Idaho Falls,IDA,Fanning Field,United States,America/Boise,,,
2724,Idre,IDB,Idre,Sweden,Europe/Stockholm,,,
2725,Ila Da Chilonzuene,IDC,Ila Da Chilonzuene,Mozambique,Africa/Maputo,,,
2726,Idiofa,IDF,Idiofa,Zaire,Africa/Kinshasa,,,
2727,Indiana,IDI,Indiana,United States,America/New_York,,,
2728,Indulkana,IDK,Indulkana,Australia,Australia/Adelaide,,,
2729,Independence,IDP,Independence,United States,America/Chicago,,,
2730,Indore,IDR,Indore,India,Asia/Kolkata,,,
2731,Iejima,IEJ,Iejima,Japan,Asia/Tokyo,,,
2732,Kiev,IEV,Zhulhany,Ukraine,Europe/Kiev,,,
2733,Iffley,IFF,Iffley,Australia,Australia/Brisbane,,,
2734,Hesa,IFH,Hesa,Iran,Asia/Tehran,,,
2735,Isafjordur,IFJ,Isafjordur,Iceland,Atlantic/Reykjavik,,,
2736,Innisfail,IFL,Innisfail,Australia,Australia/Brisbane,,,
2737,Isfahan,IFN,Isfahan,Iran,Asia/Tehran,,,
2738,Ivano-Frankovsk,IFO,Ivano-Frankovsk,Ukraine,Europe/Uzhgorod,,,
2739,Bullhead City,IFP,Laughlin Bullhead Intl,United States,America/Phoenix,,,
2740,Inagua,IGA,Inagua,Bahamas,America/Nassau,,,
2741,Ingeniero Jacobacci,IGB,Ingeniero Jacobacci,Argentina,America/Argentina/Salta,,,
2742,Iguela,IGE,Iguela,Gabon,Africa/Libreville,,,
2743,Igiugig,IGG,Igiugig,United States,America/Anchorage,,,
2744,Ingham,IGH,Ingham,Australia,Australia/Brisbane,,,
2745,Izmir,IGL,Cigli Military Arpt,Turkey,Europe/Istanbul,,,
2746,Kingman,IGM,Kingman,United States,America/Phoenix,,,
2747,Iligan,IGN,Maria Cristina,Philippines,Asia/Manila,,,
2748,Chigorodo,IGO,Chigorodo,Colombia,America/Bogota,,,
2749,Iguazu,IGR,Cataratas,Argentina,America/Argentina/Cordoba,,,
2750,Ingolstadt-Manching,IGS,Ingolstadt-Manching,Germany,Europe/Berlin,,,
2751,Iguassu Falls,IGU,Cataratas,Brazil,America/Sao_Paulo,,,
2752,Niihama,IHA,Niihama,Japan,Asia/Tokyo,,,
2753,Inhaca,IHC,Inhaca,Mozambique,Africa/Maputo,,,
2754,Ihosy,IHO,Ihosy,Madagascar,Indian/Antananarivo,,,
2755,Iran Shahr,IHR,Iran Shahr,Iran,Asia/Tehran,,,
2756,Ihu,IHU,Ihu,Papua New Guinea,Pacific/Port_Moresby,,,
2757,Inishmaan,IIA,Inishmaan,Ireland,Europe/Dublin,,,
2758,Ilaam,IIL,Ilaam,Iran,Asia/Tehran,,,
2759,Nissan Island,IIS,Nissan Island,Papua New Guinea,Pacific/Bougainville,,,
2760,Izhevsk,IJK,Izhevsk,Russian Federation,Europe/Samara,,,
2761,Ijui,IJU,J.Batista Bos Filho,Brazil,America/Sao_Paulo,,,
2762,Jacksonville,IJX,Municipal,United States,America/Chicago,,,
2763,Iki,IKI,Iki,Japan,Asia/Tokyo,,,
2764,Kankakee,IKK,Greater Kankakee,United States,America/Chicago,,,
2765,Ikela,IKL,Ikela,D. R. Congo (Zaire),Africa/Kinshasa,,,
2766,Nikolski,IKO,Nikolski AFS,United States,America/Adak,,,
2767,Inkerman,IKP,Inkerman,Australia,Australia/Brisbane,,,
2768,Irkutsk,IKT,Irkutsk,Russian Federation,Asia/Irkutsk,,,
2769,Illaga,ILA,Illaga,Indonesia,Asia/Jayapura,,,
2770,Ilha Solteira,ILB,Ilha Solteira,Brazil,America/Campo_Grande,,,
2771,Killeen,ILE,Municipal,United States,America/Chicago,,,
2772,Ilford,ILF,Ilford,Canada,America/Winnipeg,,,
2773,Iliamna,ILI,Iliamna,United States,America/Anchorage,,,
2774,Ilaka,ILK,Ilaka,Madagascar,Indian/Antananarivo,,,
2775,Iloilo,ILO,Mandurriao,Philippines,Asia/Manila,,,
2776,Ile Des Pins,ILP,Ile Des Pins,New Caledonia,Pacific/Noumea,,,
2777,Ilo,ILQ,Ilo,Peru,America/Lima,,,
2778,Ilorin,ILR,Ilorin,Nigeria,Africa/Lagos,,,
2779,Kilaguni,ILU,Kilaguni,Kenya,Africa/Nairobi,,,
2780,Ileg,ILX,Ileg,Papua New Guinea,Pacific/Port_Moresby,,,
2781,Islay,ILY,Glenegedale,United Kingdom,Europe/London,,,
2782,Iamalele,IMA,Iamalele,Papua New Guinea,Pacific/Port_Moresby,,,
2783,Imbaimadai,IMB,Imbaimadai,Guyana,America/Guyana,,,
2784,Imphal,IMF,Municipal,India,Asia/Kolkata,,,
2785,Ine Island,IMI,Ine Island,Marshall Islands,Pacific/Majuro,,,
2786,Imperial,IML,Imperial,United States,America/Denver,,,
2787,Immokalee,IMM,Immokalee,United States,America/New_York,,,
2788,Imane,IMN,Imane,Papua New Guinea,Pacific/Port_Moresby,,,
2789,Imperatriz,IMP,Imperatriz,Brazil,America/Araguaina,,,
2790,Iron Mountain,IMT,Ford,United States,America/Menominee,,,
2791,Inta,INA,Inta,Russian Federation,Europe/Moscow,,,
2792,Independence,INB,Independence,Belize,America/Belize,,,
2793,Indianapolis,IND,International,United States,America/Indiana/Indianapolis,,,
2794,In Guezzam,INF,In Guezzam,Algeria,Africa/Algiers,,,
2795,Lago Argentino,ING,Lago Argentino,Argentina,America/Argentina/Rio_Gallegos,,,
2796,Inhambane,INH,Inhambane,Mozambique,Africa/Maputo,,,
2797,Nis,INI,Nis,Serbia & Montenegro,Europe/Belgrade,,,
2798,Injune,INJ,Injune,Australia,Australia/Brisbane,,,
2799,International Falls,INL,Falls Intl,United States,America/Chicago,,,
2800,Innamincka,INM,Innamincka,Australia,Australia/Adelaide,,,
2801,Innsbruck,INN,Kranebitten,Austria,Europe/Vienna,,,
2802,Inongo,INO,Inongo,Zaire,Africa/Kinshasa,,,
2803,Inisheer,INQ,Inisheer,Ireland,Europe/Dublin,,,
2804,Indian Springs,INS,Af Aux,United States,America/Los_Angeles,,,
2805,Nauru Island,INU,International,Nauru,Pacific/Nauru,,,
2806,Inverness,INV,Inverness,United Kingdom,Europe/London,,,
2807,Inanwatan,INX,Inanwatan,Indonesia,Asia/Jayapura,,,
2808,Inyati,INY,Inyati,South Africa,Africa/Johannesburg,,,
2809,In Salah,INZ,In Salah,Algeria,Africa/Algiers,,,
2810,Ioannina,IOA,Ioannina,Greece,Europe/Athens,,,
2811,Isle Of Man,IOM,Ronaldsway,United Kingdom,Europe/Isle_of_Man,,,
2812,Impfondo,ION,Impfondo,Congo,Africa/Brazzaville,,,
2813,Inishmore,IOR,Kilronan,Ireland,Europe/Dublin,,,
2814,Ilheus,IOS,Eduardo Gomes,Brazil,America/Bahia,,,
2815,Ile Ouen,IOU,Ile Ouen,New Caledonia,Pacific/Noumea,,,
2816,Iowa City,IOW,Iowa City,United States,America/Chicago,,,
2817,Ipota,IPA,Ipota,Vanuatu,Pacific/Efate,,,
2818,Easter Island,IPC,Mataveri Intl,Chile,Pacific/Easter,,,
2819,Ipil,IPE,Ipil,Philippines,Asia/Manila,,,
2820,Ipiranga,IPG,Ipiranga,Brazil,America/Manaus,,,
2821,Ipoh,IPH,Ipoh,Malaysia,Asia/Kuala_Lumpur,,,
2822,Ipiales,IPI,San Luis,Colombia,America/Bogota,,,
2823,Imperial,IPL,Imperial County,United States,America/Los_Angeles,,,
2824,Ipatinga,IPN,Usiminas,Brazil,America/Sao_Paulo,,,
2825,Ipiau,IPU,Ipiau,Brazil,America/Bahia,,,
2826,Iquique,IQQ,Cavancha,Chile,America/Santiago,,,
2827,Iquitos,IQT,C.F. Secada,Peru,America/Lima,,,
2828,Kirakira,IRA,Kirakira,Solomon Islands,Pacific/Guadalcanal,,,
2829,Circle,IRC,Circle City,United States,America/Anchorage,,,
2830,Ishurdi,IRD,Ishurdi,Bangladesh,Asia/Dhaka,,,
2831,Irece,IRE,Irece,Brazil,America/Bahia,,,
2832,Lockhart River,IRG,Lockhart River,Australia,Australia/Brisbane,,,
2833,Iringa,IRI,Nduli,Tanzania,Africa/Dar_es_Salaam,,,
2834,La Rioja,IRJ,La Rioja,Argentina,America/Argentina/La_Rioja,,,
2835,Kirksville,IRK,Municipal,United States,America/Chicago,,,
2836,Iriona,IRN,Iriona,Honduras,America/Tegucigalpa,,,
2837,Birao,IRO,Birao,Central African Republic,Africa/Bangui,,,
2838,Isiro,IRP,Matari,Zaire,Africa/Lubumbashi,,,
2839,Mount Isa,ISA,Mount Isa,Australia,Australia/Brisbane,,,
2840,Islamabad,ISB,Islamabad Intl,Pakistan,Asia/Karachi,,,
2841,Isles Of Scilly,ISC,St Marys,United Kingdom,Europe/London,,,
2842,Iscuande,ISD,Iscuande,Colombia,America/Bogota,,,
2843,Isparta,ISE,Isparta,Turkey,Europe/Istanbul,,,
2844,Ishigaki,ISG,Ishigaki,Japan,Asia/Tokyo,,,
2845,Isisford,ISI,Isisford,Australia,Australia/Brisbane,,,
2846,Isla Mujeres,ISJ,Isla Mujeres,Mexico,America/Cancun,,,
2847,Nasik,ISK,Gandhinagar Arpt,India,Asia/Kolkata,,,
2848,Isabel Pass,ISL,Isabel Pass,United States,America/Anchorage,,,
2849,Kissimmee,ISM,Kissimmee Gateway,United States,America/New_York,,,
2850,Kinston,ISO,Stallings Field,United States,America/New_York,,,
2851,Islip,ISP,Long Island Macarthur,United States,America/New_York,,,
2852,Istanbul,IST,Ataturk,Turkey,Europe/Istanbul,,,
2853,Itacoatiara,ITA,Itacoatiara,Brazil,America/Manaus,,,
2854,Itaituba,ITB,Itaituba,Brazil,America/Manaus,,,
2855,Itubera,ITE,Itubera,Brazil,America/Sao_Paulo,,,
2856,Ithaca,ITH,Tompkins County,United States,America/New_York,,,
2857,Itambacuri,ITI,Itambacuri,Brazil,America/Santarem,,,
2858,Itokama,ITK,Itokama,Papua New Guinea,Pacific/Port_Moresby,,,
2859,Itabuna,ITN,Itabuna,Brazil,America/Bahia,,,
2860,Hilo,ITO,Hilo International,United States,Pacific/Honolulu,,,
2861,Itaperuna,ITP,Itaperuna,Brazil,America/Sao_Paulo,,,
2862,Itaqui,ITQ,Itaqui,Brazil,America/Sao_Paulo,,,
2863,Itumbiara,ITR,Itumbiara,Brazil,America/Sao_Paulo,,,
2864,Niue Island,IUE,Hanan,Niue,Pacific/Niue,,,
2865,Ilu,IUL,Ilu,Indonesia,Asia/Jayapura,,,
2866,Inus,IUS,Inus,Papua New Guinea,Pacific/Port_Moresby,,,
2867,Ambanja,IVA,Ambanja,Madagascar,Indian/Antananarivo,,,
2868,Invercargill,IVC,Invercargill,New Zealand (aotearoa),Pacific/Auckland,,,
2869,Ivangrad,IVG,Ivangrad,Yugoslavia,Europe/Podgorica,,,
2870,Ivishak,IVH,Ivishak,United States,America/Anchorage,,,
2871,Ivalo,IVL,Ivalo,Finland,Europe/Helsinki,,,
2872,Inverell,IVR,Inverell,Australia,Australia/Sydney,,,
2873,Inverway,IVW,Inverway,Australia,Australia/Darwin,,,
2874,Ivanova,IWA,Ivanova,Russian Federation,Europe/Moscow,,,
2875,Ironwood,IWD,Gogebic County,United States,America/Menominee,,,
2876,Iwami,IWJ,Iwami,Japan,Asia/Tokyo,,,
2877,Iwo Jima Vol,IWO,Iwo Jima Airbase,Japan,Asia/Tokyo,,,
2878,Houston,IWS,West Houston,United States,America/Chicago,,,
2879,Agartala,IXA,Singerbhil,India,Asia/Kolkata,,,
2880,Bagdogra,IXB,Bagdogra,India,Asia/Kolkata,,,
2881,Chandigarh,IXC,Chandigarh,India,Asia/Kolkata,,,
2882,Allahabad,IXD,Bamrauli,India,Asia/Kolkata,,,
2883,Mangalore,IXE,Bajpe,India,Asia/Kolkata,,,
2884,Belgaum,IXG,Sambre,India,Asia/Kolkata,,,
2885,Kailashahar,IXH,Kailashahar,India,Asia/Kolkata,,,
2886,Lilabari,IXI,Lilabari,India,Asia/Kolkata,,,
2887,Jammu,IXJ,Satwari,India,Asia/Kolkata,,,
2888,Keshod,IXK,Keshod,India,Asia/Kolkata,,,
2889,Leh,IXL,Bakula Rimpoche,India,Asia/Kolkata,,,
2890,Madurai,IXM,Madurai,India,Asia/Kolkata,,,
2891,Khowai,IXN,Khowai,India,Asia/Kolkata,,,
2892,Kamalpur,IXQ,Kamalpur,India,Asia/Kolkata,,,
2893,Aurangabad,IXU,Chikkalthana,India,Asia/Kolkata,,,
2894,Along,IXV,Along,India,Asia/Kolkata,,,
2895,Jamshedpur,IXW,Sonari,India,Asia/Kolkata,,,
2896,Kandla,IXY,Kandla,India,Asia/Kolkata,,,
2897,Inyokern,IYK,Kern County,United States,America/Los_Angeles,,,
2898,Izumo,IZO,Izumo,Japan,Asia/Tokyo,,,
2899,Ixtepec,IZT,Ixtepec,Mexico,America/Mexico_City,,,
2900,Jalalabad,JAA,Jalalabad,Afghanistan,Asia/Kabul,,,
2901,Jabiru,JAB,Jabiru,Australia,Australia/Darwin,,,
2902,Jackson,JAC,Jackson Hole,United States,America/Denver,,,
2903,Perth,JAD,Jandakot,Australia,Australia/Perth,,,
2904,Jaffna,JAF,Kankesanturai,Sri Lanka,Asia/Colombo,,,
2905,Jacobabad,JAG,Jacobabad,Pakistan,Asia/Karachi,,,
2906,Aubagne,JAH,Agora Helipad,France,Europe/Paris,,,
2907,Jaipur,JAI,Sanganeer,India,Asia/Kolkata,,,
2908,Jacmel,JAK,Jacmel,Haiti,America/Port-au-Prince,,,
2909,Jalapa,JAL,Jalapa,Mexico,America/Mexico_City,,,
2910,Jambol,JAM,Jambol,Bulgaria,Europe/Sofia,,,
2911,Jackson,JAN,Jackson-Evers,United States,America/Chicago,,,
2912,Atlanta,JAO,Beaver Ruin,United States,America/New_York,,,
2913,Jacquinot Bay,JAQ,Jacquinot Bay,Papua New Guinea,Pacific/Port_Moresby,,,
2914,Jahrom,JAR,Jahrom,United States,Asia/Tehran,,,
2915,Jabot,JAT,Jabot,Marshall Islands,Pacific/Majuro,,,
2916,Jauja,JAU,Jauja,Peru,America/Lima,,,
2917,Ilulissat,JAV,Ilulissat,Greenland,America/Godthab,,,
2918,Jacksonville,JAX,International,United States,America/New_York,,,
2919,Jonesboro,JBR,Jonesboro,United States,America/Chicago,,,
2920,Bethel,JBT,City Landing,United States,America/Anchorage,,,
2921,Cannes,JCA,Croisette Heliport,France,Europe/Paris,,,
2922,Joacaba,JCB,Joacaba,Brazil,America/Sao_Paulo,,,
2923,Kansas City,JCI,Johnson Industrial,United States,America/Chicago,,,
2924,Jeju,JCJ,Chuja Heliport,Korea (South),Asia/Seoul,,,
2925,Julia Creek,JCK,Julia Creek,Australia,Australia/Brisbane,,,
2926,Jacobina,JCM,Jacobina,Brazil,America/Bahia,,,
2927,Incheon,JCN,Heliport,Korea (South),Asia/Seoul,,,
2928,Jacareacanga,JCR,Jacareacanga,Brazil,America/Manaus,,,
2929,Ceuta,JCU,Ceuta Heliport,Spain,Africa/Ceuta,,,
2930,John Day,JDA,John Day,United States,America/Los_Angeles,,,
2931,Juiz De Fora,JDF,Francisco De Assis,Brazil,America/Sao_Paulo,,,
2932,Jodhpur,JDH,Jodhpur,India,Asia/Kolkata,,,
2933,Jordan,JDN,Jordan,United States,America/Denver,,,
2934,Juazeiro Do Norte,JDO,Regional Do Cariri,Brazil,America/Fortaleza,,,
2935,Jingdezhen,JDZ,Jingdezhen,China,Asia/Shanghai,,,
2936,Jeddah,JED,King Abdulaziz International,Saudi Arabia,Asia/Riyadh,,,
2937,Jeremie,JEE,Jeremie,Haiti,America/Port-au-Prince,,,
2938,Jefferson City,JEF,Memorial,United States,America/Chicago,,,
2939,Aasiaat,JEG,Aasiaat,Greenland,America/Godthab,,,
2940,Jeh,JEJ,Jeh,Marshall Islands,Pacific/Kwajalein,,,
2941,Jequie,JEQ,Jequie,Brazil,America/Bahia,,,
2942,Jersey,JER,States,United Kingdom,Europe/Jersey,,,
2943,New York,JFK,John F Kennedy Intl,United States,America/New_York,,,
2944,Jefferson,JFN,Ashtabula,United States,America/New_York,,,
2945,Jamnagar,JGA,Govardhanpur,India,Asia/Kolkata,,,
2946,Jagdalpur,JGB,Jagdalpur,India,Asia/Kolkata,,,
2947,Jiayuguan,JGN,Jiayuguan,China,Asia/Chongqing,,,
2948,Groennedal,JGR,Heliport,Greenland,America/Godthab,,,
2949,Ji An,JGS,Ji An/Jing Gang Shan,China,Asia/Shanghai,,,
2950,Johor Bahru,JHB,Sultan Ismail Intl,Malaysia,Asia/Kuala_Lumpur,,,
2951,Jinghong,JHG,Gasa,China,Asia/Chongqing,,,
2952,Lahaina,JHM,Kapalua,United States,Pacific/Honolulu,,,
2953,Jamestown,JHW,Jamestown,United States,America/New_York,,,
2954,Juina,JIA,Juina,Brazil,America/Cuiaba,,,
2955,Djibouti,JIB,Ambouli,Djibouti,Africa/Djibouti,,,
2956,Jijiga,JIJ,Jigiga,Ethiopia,Africa/Addis_Ababa,,,
2957,Ikaria Island,JIK,Ikaria,Greece,Europe/Athens,,,
2958,Jilin,JIL,Jilin,China,Asia/Harbin,,,
2959,Jimma,JIM,Jimma,Ethiopia,Africa/Addis_Ababa,,,
2960,Jinja,JIN,Jinja,Uganda,Africa/Kampala,,,
2961,Jipijapa,JIP,Jipijapa,Ecuador,America/Guayaquil,,,
2962,Jiri,JIR,Jiri,Nepal,Asia/Kathmandu,,,
2963,Jiujiang,JIU,Jiujiang,China,Asia/Shanghai,,,
2964,Jiwani,JIW,Jiwani,Pakistan,Asia/Karachi,,,
2965,Juanjui,JJI,Juanjui,Peru,America/Lima,,,
2966,Jinjiang,JJN,Jinjiang,China,Asia/Shanghai,,,
2967,Jonkoping,JKG,Axamo,Sweden,Europe/Stockholm,,,
2968,Chios,JKH,Chios,Greece,Europe/Athens,,,
2969,Janakpur,JKR,Janakpur,Nepal,Asia/Kathmandu,,,
2970,Jacksonville,JKV,Jacksonville,United States,America/Chicago,,,
2971,Joplin,JLN,Joplin,United States,America/Chicago,,,
2972,Jabalpur,JLR,Jabalpur,India,Asia/Kolkata,,,
2973,Jales,JLS,Jales,Brazil,America/Sao_Paulo,,,
2974,Jamba,JMB,Jamba,Angola,Africa/Luanda,,,
2975,Mikonos,JMK,Mikonos,Greece,Europe/Athens,,,
2976,Malmo,JMM,Malmo Harbour Heliport,Sweden,Europe/Stockholm,,,
2977,Jomsom,JMO,Jomsom,Nepal,Asia/Kathmandu,,,
2978,Jamestown,JMS,Jamestown,United States,America/Chicago,,,
2979,Jiamusi,JMU,Jiamusi,China,Asia/Harbin,,,
2980,Januaria,JNA,Januaria,Brazil,America/Sao_Paulo,,,
2981,Jining,JNG,Jining,China,Asia/Shanghai,,,
2982,Junin,JNI,Junin,Argentina,America/Argentina/Buenos_Aires,,,
2983,Nanortalik,JNN,Nanortalik,Greenland,America/Godthab,,,
2984,Narsaq,JNS,Heliport,Greenland,America/Godthab,,,
2985,Juneau,JNU,Boundary Bay,United States,America/Juneau,,,
2986,Naxos,JNX,Naxos Airport,Greece,Europe/Athens,,,
2987,Jinzhou,JNZ,Jinzhou,China,Asia/Shanghai,,,
2988,Joensuu,JOE,Joensuu,Finland,Europe/Helsinki,,,
2989,Joinville,JOI,Cubatao,Brazil,America/Sao_Paulo,,,
2990,Joshkar-Ola,JOK,Joshkar-Ola,Russian Federation,Europe/Moscow,,,
2991,Jolo,JOL,Jolo,Philippines,Asia/Manila,,,
2992,Johnston Island,JON,Johnston Island,Us Minor Outlying Islands,Pacific/Johnston,,,
2993,Jos,JOS,Jos,Nigeria,Africa/Lagos,,,
2994,Joliet,JOT,Municipal,United States,America/Chicago,,,
2995,Joao Pessoa,JPA,Castro Pinto,Brazil,America/Recife,,,
2996,Ji-Parana,JPR,Ji-Parana,Brazil,America/Porto_Velho,,,
2997,Jaque,JQE,Jaque,Panama,America/Panama,,,
2998,New York,JRA,West 30th St Heliport,United States,America/New_York,,,
2999,New York,JRB,Downtown Manhattan H/P,United States,America/New_York,,,
3000,Jorhat,JRH,Rowriah,India,Asia/Kolkata,,,
3001,Arsuk,JRK,Arsuk,Greenland,America/Godthab,,,
3002,Juruena,JRN,Juruena,Brazil,America/Cuiaba,,,
3003,Kilimanjaro,JRO,Kilimanjaro,Tanzania,Africa/Dar_es_Salaam,,,
3004,Jerusalem,JRS,Jerusalem,Israel,Asia/Hebron,,,
3005,Jaisalmer,JSA,Jaisalmer,India,Asia/Kolkata,,,
3006,Jose De San Martin,JSM,Jose De San Martin,Argentina,America/Argentina/Catamarca,,,
3007,Jeju,JSP,Seogwipo Heliport,Korea (South),Asia/Seoul,,,
3008,Jessore,JSR,Jessore,Bangladesh,Asia/Dhaka,,,
